epoch,accuracy,auc,learning_rate,loss,precision,recall,top3_accuracy,val_accuracy,val_auc,val_loss,val_precision,val_recall,val_top3_accuracy
0,0.25,0.2708333432674408,9.999999747378752e-06,1.3854398727416992,0.25,0.25,1.0,0.0,0.0,1.2097978591918945,0.0,0.0,1.0
0,0.75,0.6527777314186096,9.999999747378752e-06,0.7407010197639465,0.75,0.75,1.0,1.0,1.0,0.28708797693252563,1.0,1.0,1.0
0,1.0,0.944444477558136,9.999999747378752e-06,0.4729456901550293,1.0,1.0,1.0,1.0,1.0,0.5512747764587402,1.0,1.0,1.0
0,0.8333333134651184,0.8611111640930176,9.999999747378752e-06,0.5050526857376099,0.8333333134651184,0.8333333134651184,1.0,1.0,1.0,0.38716647028923035,1.0,1.0,1.0
